order_item_id,order_id,product_id,quantity,unit_price
220,87,15,2,22.99
221,88,2,3,74.99
222,88,8,2,89.99
223,89,12,2,14.99
224,89,18,2,18.99
225,90,11,1,9.99
226,91,10,1,27.99
227,91,9,3,21.99
228,91,5,3,49.99
229,91,6,1,34.99
230,92,3,3,29.99
231,92,10,2,27.99
232,93,17,3,15.99
233,93,3,3,29.99
234,94,12,2,14.99
235,95,7,1,24.99
236,95,8,2,89.99
237,95,5,1,49.99
238,95,3,3,29.99
239,96,11,3,9.99
240,97,6,3,34.99
241,97,18,3,18.99
242,98,14,2,219.99
243,99,10,1,27.99
244,99,15,2,22.99
245,99,8,2,89.99
246,99,9,1,21.99
247,100,15,3,22.99
248,100,10,2,27.99
249,100,13,1,149.99
250,100,9,1,21.99
251,101,16,2,12.99
252,102,10,1,27.99
253,103,17,1,15.99
254,103,5,2,49.99
255,103,14,2,219.99
256,103,2,1,74.99
257,104,8,2,89.99
258,104,13,1,149.99
259,104,3,1,29.99
260,105,5,2,49.99
261,105,2,2,74.99
262,106,15,2,22.99
263,106,1,1,19.99
264,106,3,1,29.99
265,106,17,3,15.99
266,107,4,1,39.99
267,107,10,1,27.99
268,107,8,1,89.99
269,107,5,2,49.99
270,108,3,3,29.99
271,108,4,1,39.99
272,108,16,3,12.99
273,108,10,3,27.99
274,109,14,1,219.99
275,109,1,3,19.99
276,109,12,2,14.99
277,110,3,2,29.99
278,110,17,2,15.99
279,110,1,1,19.99
280,111,1,2,19.99
281,111,12,1,14.99
282,111,3,3,29.99
283,112,5,3,49.99
284,112,2,2,74.99
285,112,12,3,14.99
286,113,6,2,34.99
287,113,5,1,49.99
288,113,3,2,29.99
289,113,12,1,14.99
290,114,11,2,9.99
291,115,9,2,21.99
292,115,2,1,74.99
293,115,7,3,24.99
294,115,5,2,49.99
295,116,13,1,149.99
296,116,15,2,22.99
297,116,18,3,18.99
298,116,6,2,34.99
299,117,3,2,29.99
300,117,14,3,219.99
301,117,18,1,18.99
302,118,3,2,29.99
303,119,14,2,219.99
304,119,6,1,34.99
305,119,15,3,22.99
306,119,17,2,15.99
307,120,3,3,29.99
308,121,1,3,19.99
309,121,5,3,49.99
310,122,8,3,89.99
311,123,5,3,49.99
312,124,3,2,29.99
313,124,5,3,49.99
314,124,12,2,14.99
315,124,7,1,24.99
316,125,17,2,15.99
317,125,13,3,149.99
318,125,4,2,39.99
319,125,5,1,49.99
320,126,4,1,39.99
321,126,5,2,49.99
322,127,11,3,9.99
323,128,10,2,27.99
324,128,6,3,34.99
325,128,17,1,15.99
326,129,16,2,12.99
327,129,1,3,19.99
328,130,3,2,29.99
329,130,18,2,18.99
330,131,14,3,219.99
331,131,3,1,29.99
332,131,5,2,49.99
333,131,6,2,34.99
334,132,18,1,18.99
335,132,6,2,34.99
336,133,17,1,15.99
337,134,8,1,89.99
338,134,12,2,14.99
339,134,10,1,27.99
340,135,10,3,27.99
341,135,3,3,29.99
342,136,6,3,34.99
343,136,11,1,9.99
344,137,7,2,24.99
345,137,14,3,219.99
346,137,1,3,19.99
347,138,8,1,89.99
348,138,13,3,149.99
349,138,10,1,27.99
350,138,18,1,18.99
351,139,7,3,24.99
352,139,11,2,9.99
353,139,5,3,49.99
354,139,6,2,34.99
355,140,11,1,9.99
356,141,8,2,89.99
357,141,5,2,49.99
358,141,4,3,39.99
359,141,1,2,19.99
360,142,11,2,9.99
361,142,7,3,24.99
362,142,6,2,34.99
363,143,1,2,19.99
364,143,3,1,29.99
365,143,13,1,149.99
366,143,9,3,21.99
367,144,16,3,12.99
368,144,18,1,18.99
369,144,10,1,27.99
370,145,13,2,149.99
371,145,12,1,14.99
372,145,2,3,74.99
373,146,3,3,29.99
374,146,13,2,149.99
375,146,15,3,22.99
376,147,4,2,39.99
377,147,13,2,149.99
378,148,17,3,15.99
379,148,13,1,149.99
380,149,16,1,12.99
381,149,17,3,15.99
382,149,15,3,22.99
383,150,6,3,34.99
384,150,13,2,149.99
385,150,10,3,27.99
386,151,16,2,12.99
387,151,1,3,19.99
388,151,12,1,14.99
389,152,16,2,12.99
390,153,2,1,74.99
391,153,16,3,12.99
392,154,5,3,49.99
393,154,8,1,89.99
394,154,2,1,74.99
395,154,10,1,27.99
396,155,14,2,219.99
397,155,7,3,24.99
398,156,5,3,49.99
399,157,17,2,15.99
400,157,13,3,149.99
401,157,11,2,9.99
402,157,3,3,29.99
403,158,7,2,24.99
404,158,8,1,89.99
405,158,9,2,21.99
406,158,16,2,12.99
407,159,16,2,12.99
408,159,12,1,14.99
409,159,9,3,21.99
410,160,12,2,14.99
411,160,5,3,49.99
412,160,10,1,27.99
413,160,1,2,19.99
414,161,7,3,24.99
415,161,18,3,18.99
416,161,9,2,21.99
417,161,15,1,22.99
418,162,8,3,89.99
419,162,2,3,74.99
420,163,4,2,39.99
421,164,5,1,49.99
422,165,16,2,12.99
423,165,7,3,24.99
424,165,10,1,27.99
425,165,6,1,34.99
426,166,6,2,34.99
427,167,16,1,12.99
428,167,6,1,34.99
429,167,10,2,27.99
430,167,15,3,22.99
431,168,15,1,22.99
432,168,17,3,15.99
433,168,16,2,12.99
434,169,6,3,34.99
435,169,15,1,22.99
436,169,9,1,21.99
437,170,6,2,34.99
438,170,13,3,149.99
439,171,6,1,34.99
440,172,9,2,21.99
441,173,10,3,27.99
442,173,1,2,19.99
443,173,9,3,21.99
444,174,10,3,27.99
445,174,6,3,34.99
446,174,13,2,149.99
447,174,11,3,9.99
448,175,8,2,89.99
449,175,18,1,18.99
450,175,5,2,49.99
451,176,18,1,18.99
452,176,16,3,12.99
453,176,7,3,24.99
454,176,13,1,149.99
455,177,3,3,29.99
456,177,4,3,39.99
457,177,2,1,74.99
458,178,11,2,9.99
459,178,17,1,15.99
460,179,3,1,29.99
461,179,17,2,15.99
462,179,15,1,22.99
463,179,13,3,149.99
464,180,18,2,18.99
465,181,13,2,149.99
466,182,2,2,74.99
467,183,3,2,29.99
468,184,5,2,49.99
469,184,14,2,219.99
470,185,3,1,29.99
471,185,5,3,49.99
472,185,12,2,14.99
473,185,2,3,74.99
474,186,1,2,19.99
475,187,18,2,18.99
476,187,13,2,149.99
477,187,8,1,89.99
478,187,4,2,39.99
479,188,14,3,219.99
480,189,7,1,24.99
481,189,3,3,29.99
482,190,8,3,89.99
483,191,18,1,18.99
484,191,7,1,24.99
485,192,11,1,9.99
486,192,8,3,89.99
487,192,10,3,27.99
488,193,2,3,74.99
489,193,6,2,34.99
490,193,14,1,219.99
491,194,14,2,219.99
492,194,18,2,18.99
493,194,5,1,49.99
494,195,8,3,89.99
495,195,10,1,27.99
496,196,14,1,219.99
497,196,17,2,15.99
498,196,5,1,49.99
499,196,7,2,24.99
500,197,3,2,29.99
501,197,7,2,24.99
502,197,2,3,74.99
503,198,7,3,24.99
504,199,16,2,12.99
505,199,7,2,24.99
506,200,16,1,12.99
507,201,8,2,89.99
508,201,11,3,9.99
509,201,10,3,27.99
510,201,7,2,24.99
511,202,15,2,22.99
512,202,4,1,39.99
513,202,16,2,12.99
514,202,13,2,149.99
515,203,5,2,49.99
516,203,1,3,19.99
517,204,5,1,49.99
518,204,7,2,24.99
519,204,11,3,9.99
520,205,9,2,21.99
521,205,16,1,12.99
522,205,17,3,15.99
523,206,6,1,34.99
524,206,2,3,74.99
525,206,17,1,15.99
526,206,14,1,219.99
527,207,5,1,49.99
528,208,2,1,74.99
529,208,16,1,12.99
530,208,17,3,15.99
531,209,17,3,15.99
532,210,17,3,15.99
533,211,4,3,39.99
534,212,12,1,14.99
535,212,9,2,21.99
536,212,13,2,149.99
537,213,10,3,27.99
538,213,3,3,29.99
539,214,13,3,149.99
540,214,18,1,18.99
541,214,16,3,12.99
542,214,1,1,19.99
543,215,4,1,39.99
544,215,17,1,15.99
545,215,2,3,74.99
546,216,3,3,29.99
547,217,6,2,34.99
548,218,13,2,149.99
549,218,3,1,29.99
550,219,18,3,18.99
551,219,11,1,9.99
552,219,13,3,149.99
553,219,16,3,12.99
554,220,4,2,39.99
555,221,13,3,149.99
556,221,11,2,9.99
557,221,1,2,19.99
558,222,14,3,219.99
559,222,6,2,34.99
560,222,13,1,149.99
561,222,2,3,74.99
562,223,13,3,149.99
563,223,5,2,49.99
564,224,1,2,19.99
565,225,5,1,49.99
566,226,4,3,39.99
567,226,1,1,19.99
568,226,3,3,29.99
569,226,6,3,34.99
570,227,10,2,27.99
571,228,17,3,15.99
572,228,6,2,34.99
573,229,9,1,21.99
574,229,16,1,12.99
575,229,5,2,49.99
576,230,3,3,29.99
577,230,12,3,14.99
578,230,9,2,21.99
579,230,4,3,39.99
580,231,5,2,49.99
581,232,11,3,9.99
582,232,15,3,22.99
583,232,18,1,18.99
584,232,7,2,24.99
585,233,11,2,9.99
586,233,6,3,34.99
587,233,13,3,149.99
588,233,17,3,15.99
589,234,13,2,149.99
590,234,9,1,21.99
591,234,18,3,18.99
592,235,18,3,18.99
593,235,1,2,19.99
594,236,3,1,29.99
595,236,14,3,219.99
596,236,16,2,12.99
597,237,13,2,149.99
598,237,3,3,29.99
599,237,15,2,22.99
600,237,10,3,27.99
601,238,12,3,14.99
602,239,8,3,89.99
603,240,13,2,149.99
604,241,9,1,21.99
605,242,15,2,22.99
606,242,12,2,14.99
607,243,12,2,14.99
608,243,1,1,19.99
609,244,5,2,49.99
610,245,17,2,15.99
611,245,16,2,12.99
612,246,3,3,29.99
613,246,10,1,27.99
614,246,2,1,74.99
615,247,8,1,89.99
616,247,17,3,15.99
617,248,15,1,22.99
618,248,8,1,89.99
619,248,13,3,149.99
620,248,11,3,9.99
621,249,15,2,22.99
622,249,14,1,219.99
623,250,3,2,29.99
624,250,4,2,39.99
625,250,6,1,34.99
626,251,17,2,15.99
627,251,11,3,9.99
628,251,13,1,149.99
629,251,10,2,27.99
630,252,10,3,27.99
631,252,3,1,29.99
632,253,4,3,39.99
633,253,6,1,34.99
634,253,12,3,14.99
635,254,13,1,149.99
636,254,14,2,219.99
637,255,16,1,12.99
638,255,10,1,27.99
639,256,12,1,14.99
640,257,18,3,18.99
641,257,17,2,15.99
642,257,16,2,12.99
643,257,7,3,24.99
644,258,1,1,19.99
645,259,18,1,18.99
646,259,10,2,27.99
647,260,4,2,39.99
648,261,15,3,22.99
649,262,10,2,27.99
650,262,2,2,74.99
651,263,4,3,39.99
652,263,8,3,89.99
653,263,7,3,24.99
654,263,13,2,149.99
655,264,5,1,49.99
656,264,7,1,24.99
657,265,18,3,18.99
658,265,6,2,34.99
659,265,11,2,9.99
660,266,5,2,49.99
661,267,8,3,89.99
662,267,5,2,49.99
663,268,5,2,49.99
664,268,9,1,21.99
665,268,14,3,219.99
666,268,7,1,24.99
667,269,15,3,22.99
668,269,16,1,12.99
669,269,11,3,9.99
670,270,3,2,29.99
671,270,13,1,149.99
672,270,7,2,24.99
673,271,18,2,18.99
674,271,5,3,49.99
675,271,16,1,12.99
676,272,4,1,39.99
677,273,7,2,24.99
678,273,5,1,49.99
679,273,10,3,27.99
680,273,3,2,29.99
681,274,2,3,74.99
682,274,13,2,149.99
683,275,3,2,29.99
684,275,4,1,39.99
685,275,1,1,19.99
686,275,17,3,15.99
687,276,1,3,19.99
688,277,5,2,49.99
689,277,16,1,12.99
690,277,3,3,29.99
691,277,4,1,39.99
692,278,5,3,49.99
693,278,13,3,149.99
694,278,18,1,18.99
695,279,6,2,34.99
696,280,14,1,219.99
697,280,15,1,22.99
698,281,12,1,14.99
699,281,14,1,219.99
700,281,11,2,9.99
701,281,13,3,149.99
702,282,1,3,19.99
703,282,10,3,27.99
704,282,7,3,24.99
705,283,2,2,74.99
706,283,8,1,89.99
707,283,16,1,12.99
708,284,17,1,15.99
709,285,14,2,219.99
710,285,12,1,14.99
711,285,6,1,34.99
712,285,13,3,149.99
713,286,2,2,74.99
714,286,18,3,18.99
715,287,14,3,219.99
716,287,13,3,149.99
717,287,3,3,29.99
718,287,11,1,9.99
719,288,17,1,15.99
720,289,3,1,29.99
721,289,10,1,27.99
722,289,14,1,219.99
723,289,12,1,14.99
724,290,10,3,27.99
725,291,1,3,19.99
726,292,16,3,12.99
727,292,12,3,14.99
728,293,5,1,49.99
729,293,9,2,21.99
730,293,4,2,39.99
731,294,3,3,29.99
732,294,16,2,12.99
733,294,15,1,22.99
734,295,12,2,14.99
735,295,6,1,34.99
736,296,17,1,15.99
737,296,1,1,19.99
738,297,13,1,149.99
739,297,5,3,49.99
740,297,6,3,34.99
741,298,11,2,9.99
742,298,8,3,89.99
743,299,4,1,39.99
744,299,17,1,15.99
745,299,2,3,74.99
746,300,10,3,27.99
747,300,18,2,18.99
748,300,11,1,9.99
749,300,2,2,74.99
750,301,8,3,89.99
751,301,15,2,22.99
752,301,12,1,14.99
753,302,5,2,49.99
754,302,1,1,19.99
755,303,11,1,9.99
756,304,4,2,39.99
757,304,7,2,24.99
758,304,8,1,89.99
759,305,2,1,74.99
760,306,3,2,29.99
761,306,4,1,39.99
762,306,5,3,49.99
763,306,11,3,9.99
764,307,10,2,27.99
765,307,9,2,21.99
766,308,15,1,22.99
767,308,9,1,21.99
768,308,8,1,89.99
769,309,5,1,49.99
770,310,14,1,219.99
771,310,4,2,39.99
772,310,12,2,14.99
773,311,6,3,34.99
774,312,7,2,24.99
775,313,13,3,149.99
776,313,17,2,15.99
777,313,2,2,74.99
778,314,18,1,18.99
779,314,8,1,89.99
780,314,4,1,39.99
781,314,17,1,15.99
782,315,7,2,24.99
783,315,13,3,149.99
784,316,3,1,29.99
785,316,1,3,19.99
786,316,18,2,18.99
787,317,2,2,74.99
788,318,13,3,149.99
789,318,16,2,12.99
790,318,1,1,19.99
791,318,7,2,24.99
792,319,9,1,21.99
793,319,15,3,22.99
794,319,5,3,49.99
795,320,14,2,219.99
796,320,16,2,12.99
797,320,2,1,74.99
798,320,17,2,15.99
799,321,18,2,18.99
800,321,1,3,19.99
801,322,12,2,14.99
802,322,17,1,15.99
803,322,11,1,9.99
804,322,7,2,24.99
805,323,2,3,74.99
806,323,16,1,12.99
807,323,12,1,14.99
808,324,18,3,18.99
809,324,2,2,74.99
810,324,8,2,89.99
811,325,12,3,14.99
812,325,1,3,19.99
813,325,18,1,18.99
814,326,6,1,34.99
815,326,16,1,12.99
816,326,2,1,74.99
817,327,1,1,19.99
818,327,11,2,9.99
819,327,7,3,24.99
820,327,13,1,149.99
821,328,5,3,49.99
822,328,4,2,39.99
823,329,11,2,9.99
824,330,16,3,12.99
825,330,11,3,9.99
826,330,6,3,34.99
827,330,12,2,14.99
828,331,13,3,149.99
829,331,10,3,27.99
830,332,13,3,149.99
831,333,8,1,89.99
832,333,4,2,39.99
833,333,16,3,12.99
834,334,6,2,34.99
835,334,3,1,29.99
836,334,11,2,9.99
837,335,9,1,21.99
838,335,4,2,39.99
839,335,1,2,19.99
840,336,16,2,12.99
841,336,13,1,149.99
842,336,12,2,14.99
843,336,9,3,21.99
844,337,15,1,22.99
845,337,3,2,29.99
846,338,3,2,29.99
847,339,3,2,29.99
848,339,18,3,18.99
849,340,14,3,219.99
850,341,2,2,74.99
851,341,4,1,39.99
852,342,10,1,27.99
853,342,18,1,18.99
854,342,8,2,89.99
855,343,2,1,74.99
856,343,12,2,14.99
857,344,7,1,24.99
858,344,4,3,39.99
859,344,1,2,19.99
860,344,17,1,15.99
861,345,13,3,149.99
862,345,16,2,12.99
863,345,17,1,15.99
864,346,12,2,14.99
865,346,13,1,149.99
866,347,15,2,22.99
867,347,9,3,21.99
868,347,8,1,89.99
869,347,14,1,219.99
870,348,12,3,14.99
871,349,18,2,18.99
872,349,2,3,74.99
873,350,16,1,12.99
874,350,10,2,27.99
875,351,4,1,39.99
876,351,15,1,22.99
877,352,2,1,74.99
878,352,14,3,219.99
879,353,11,2,9.99
880,353,3,3,29.99
881,353,17,2,15.99
882,354,1,2,19.99
883,354,17,1,15.99
884,354,14,1,219.99
885,354,2,3,74.99
886,355,4,2,39.99
887,356,9,3,21.99
888,356,13,2,149.99
889,356,16,1,12.99
890,356,10,1,27.99
891,357,2,1,74.99
892,357,13,1,149.99
893,357,11,3,9.99
894,357,12,2,14.99
895,358,11,2,9.99
896,359,8,1,89.99
897,360,9,1,21.99
898,360,14,2,219.99
899,360,3,1,29.99
900,361,2,1,74.99
901,361,17,2,15.99
902,361,6,3,34.99
903,362,6,1,34.99
904,363,2,1,74.99
905,363,15,2,22.99
906,364,15,3,22.99
907,364,17,1,15.99
908,364,13,3,149.99
909,365,15,3,22.99
910,365,6,2,34.99
911,365,16,2,12.99
912,365,10,1,27.99
913,366,1,1,19.99
914,366,13,3,149.99
915,366,2,1,74.99
916,367,9,3,21.99
917,367,14,1,219.99
918,368,5,2,49.99
919,368,6,3,34.99
920,368,1,2,19.99
921,368,4,3,39.99
922,369,13,1,149.99
923,369,12,2,14.99
924,369,15,2,22.99
925,369,5,3,49.99
926,370,4,3,39.99
927,370,1,3,19.99
928,370,12,3,14.99
929,370,9,2,21.99
930,371,3,2,29.99
931,371,11,2,9.99
932,371,9,2,21.99
933,371,17,3,15.99
934,372,5,1,49.99
935,372,17,1,15.99
936,373,1,2,19.99
937,373,16,2,12.99
938,374,7,2,24.99
939,375,12,1,14.99
940,375,17,3,15.99
941,375,10,3,27.99
942,375,14,1,219.99
943,376,9,3,21.99
944,376,6,2,34.99
945,377,8,2,89.99
946,377,10,2,27.99
947,377,14,2,219.99
948,378,16,1,12.99
949,379,16,1,12.99
950,380,14,1,219.99
951,380,2,1,74.99
952,380,5,2,49.99
953,381,11,1,9.99
954,381,6,2,34.99
955,382,2,2,74.99
956,382,1,1,19.99
957,382,15,1,22.99
958,383,3,2,29.99
959,383,5,2,49.99
960,383,14,2,219.99
961,383,11,2,9.99
962,384,12,2,14.99
963,384,1,3,19.99
964,385,8,2,89.99
965,385,12,1,14.99
966,386,6,2,34.99
967,386,3,2,29.99
968,386,2,2,74.99
969,387,14,2,219.99
970,387,5,2,49.99
971,387,11,1,9.99
972,388,8,1,89.99
973,389,17,1,15.99
974,390,9,1,21.99
975,390,2,3,74.99
976,390,17,1,15.99
977,390,11,1,9.99
978,391,13,3,149.99
979,391,4,1,39.99
980,391,9,1,21.99
981,391,8,3,89.99
982,392,14,3,219.99
983,392,4,3,39.99
984,392,9,3,21.99
985,393,10,1,27.99
986,394,9,1,21.99
987,394,17,2,15.99
988,395,2,1,74.99
989,395,16,3,12.99
990,396,1,3,19.99
991,397,5,3,49.99
992,397,3,1,29.99
993,397,17,2,15.99
994,397,12,3,14.99
995,398,15,1,22.99
996,398,2,1,74.99
997,398,4,2,39.99
998,399,4,1,39.99
999,399,18,3,18.99
1000,399,2,3,74.99
1001,399,1,1,19.99
1002,400,3,1,29.99
1003,400,12,1,14.99
1004,400,11,2,9.99
1005,401,16,1,12.99
1006,401,14,3,219.99
1007,401,6,3,34.99
1008,401,2,1,74.99
1009,402,15,2,22.99
1010,402,6,3,34.99
1011,402,13,1,149.99
1012,402,16,3,12.99
1013,403,16,1,12.99
1014,403,4,1,39.99
1015,403,14,2,219.99
1016,403,8,3,89.99
1017,404,11,3,9.99
1018,404,17,3,15.99
1019,405,8,3,89.99
1020,405,16,3,12.99
1021,405,12,2,14.99
1022,405,11,1,9.99
1023,406,1,3,19.99
1024,407,6,1,34.99
1025,407,3,2,29.99
1026,407,16,2,12.99
1027,407,18,1,18.99
1028,408,13,2,149.99
1029,408,8,3,89.99
1030,408,3,2,29.99
1031,408,17,1,15.99
1032,409,16,3,12.99
1033,410,14,1,219.99
1034,410,2,3,74.99
1035,410,1,3,19.99
1036,410,18,3,18.99
1037,411,15,2,22.99
1038,411,11,1,9.99
1039,412,18,3,18.99
1040,412,16,2,12.99
1041,412,12,1,14.99
1042,413,11,2,9.99
1043,414,4,2,39.99
1044,414,2,1,74.99
1045,414,6,3,34.99
1046,415,9,3,21.99
1047,416,7,2,24.99
1048,416,15,1,22.99
1049,416,18,2,18.99
1050,416,12,1,14.99
1051,417,15,2,22.99
1052,418,16,3,12.99
1053,418,1,3,19.99
1054,419,17,1,15.99
1055,419,6,1,34.99
1056,419,18,2,18.99
1057,419,12,3,14.99
1058,420,14,2,219.99
1059,420,8,2,89.99
1060,420,9,2,21.99
1061,420,7,1,24.99
1062,421,18,1,18.99
1063,421,11,1,9.99
1064,421,7,3,24.99
1065,422,6,3,34.99
1066,422,17,3,15.99
1067,423,18,3,18.99
1068,423,16,3,12.99
1069,423,14,3,219.99
1070,424,17,1,15.99
1071,425,2,1,74.99
1072,426,9,3,21.99
1073,426,5,2,49.99
1074,426,2,1,74.99
1075,427,15,3,22.99
1076,427,4,3,39.99
1077,427,8,3,89.99
1078,428,2,2,74.99
1079,428,13,3,149.99
1080,428,17,2,15.99
1081,429,7,3,24.99
1082,429,15,3,22.99
1083,429,8,3,89.99
1084,430,7,2,24.99
1085,430,10,1,27.99
1086,431,17,2,15.99
1087,431,4,1,39.99
1088,432,5,1,49.99
1089,432,6,2,34.99
1090,432,9,2,21.99
1091,433,11,3,9.99
1092,433,2,3,74.99
1093,434,3,1,29.99
1094,434,11,3,9.99
1095,434,8,1,89.99
1096,435,3,1,29.99
1097,435,12,3,14.99
1098,435,8,2,89.99
1099,435,15,2,22.99
1100,436,18,2,18.99
1101,436,1,2,19.99
1102,436,4,1,39.99
1103,436,11,3,9.99
1104,437,2,2,74.99
1105,437,11,1,9.99
1106,438,1,3,19.99
1107,438,17,3,15.99
1108,438,12,2,14.99
1109,439,11,1,9.99
1110,439,17,1,15.99
1111,440,3,1,29.99
1112,441,4,1,39.99
1113,441,7,3,24.99
1114,441,14,3,219.99
1115,441,11,1,9.99
1116,442,3,1,29.99
1117,443,8,2,89.99
1118,444,14,3,219.99
1119,444,11,1,9.99
1120,444,1,3,19.99
1121,444,7,1,24.99
1122,445,2,3,74.99
1123,446,10,3,27.99
1124,447,15,3,22.99
1125,447,13,1,149.99
1126,447,17,2,15.99
1127,448,13,3,149.99
1128,448,10,1,27.99
1129,449,18,3,18.99
1130,450,13,3,149.99
1131,451,12,2,14.99
1132,451,7,3,24.99
1133,452,8,1,89.99
1134,452,9,1,21.99
1135,453,18,2,18.99
1136,454,3,1,29.99
1137,454,9,3,21.99
1138,454,4,3,39.99
1139,455,8,2,89.99
1140,455,4,3,39.99
1141,456,16,3,12.99
1142,456,15,3,22.99
1143,456,11,2,9.99
1144,457,11,1,9.99
1145,457,14,2,219.99
1146,457,6,1,34.99
1147,458,12,2,14.99
1148,458,5,2,49.99
1149,458,11,2,9.99
1150,459,18,3,18.99
