order_id,customer_id,order_date,status
80,30,2025-06-27,cancelled
81,38,2024-08-29,completed
82,40,2026-02-17,completed
83,115,2025-11-28,cancelled
84,162,2024-11-06,completed
85,19,2024-11-13,shipped
86,158,2025-08-31,cancelled
87,155,2025-05-02,cancelled
88,183,2024-03-27,cancelled
89,113,2025-06-20,cancelled
90,105,2026-03-04,completed
91,85,2024-04-06,cancelled
92,90,2024-11-13,shipped
93,165,2026-03-21,completed
94,109,2025-06-04,completed
95,47,2024-08-07,completed
96,198,2025-07-06,cancelled
97,34,2025-09-03,shipped
98,43,2026-01-08,shipped
99,174,2026-01-06,completed
100,95,2025-11-25,cancelled
101,155,2024-05-21,completed
102,142,2024-04-15,cancelled
103,196,2024-06-13,completed
104,107,2024-02-24,shipped
105,82,2024-04-11,completed
106,179,2026-05-01,completed
107,187,2025-09-15,cancelled
108,164,2026-03-23,cancelled
109,148,2024-09-04,completed
110,48,2025-11-11,completed
111,163,2025-01-31,completed
112,169,2025-10-05,completed
113,45,2026-04-30,shipped
114,12,2026-03-21,completed
115,132,2025-02-11,cancelled
116,70,2024-05-07,completed
117,95,2026-03-27,cancelled
118,140,2024-10-27,completed
119,170,2024-10-29,completed
120,158,2025-03-21,completed
121,164,2025-02-19,completed
122,113,2024-02-05,completed
123,94,2025-01-05,shipped
124,116,2025-01-14,completed
125,30,2024-01-27,completed
126,157,2024-10-19,shipped
127,45,2026-07-09,shipped
128,89,2025-12-27,completed
129,32,2024-07-24,completed
130,147,2025-01-12,shipped
131,184,2026-01-06,shipped
132,175,2025-06-13,completed
133,129,2026-07-21,completed
134,78,2024-06-17,completed
135,163,2025-07-18,completed
136,44,2025-08-29,cancelled
137,8,2024-03-24,completed
138,75,2025-10-19,completed
139,113,2025-03-01,shipped
140,103,2024-05-13,completed
141,120,2024-05-05,completed
142,64,2026-06-05,completed
143,128,2026-06-19,completed
144,91,2024-02-19,completed
145,111,2024-05-17,completed
146,144,2024-07-18,completed
147,175,2025-09-17,completed
148,143,2025-01-09,completed
149,12,2024-02-09,completed
150,36,2024-12-01,cancelled
151,131,2025-06-29,shipped
152,107,2025-08-20,completed
153,168,2026-03-12,cancelled
154,162,2026-01-08,cancelled
155,113,2024-11-17,shipped
156,199,2025-09-18,shipped
157,54,2025-07-28,completed
158,91,2025-11-23,completed
159,181,2024-07-31,shipped
160,174,2025-07-10,shipped
161,114,2025-11-02,completed
162,28,2025-09-22,cancelled
163,58,2025-10-15,completed
164,85,2026-01-04,shipped
165,141,2024-06-10,shipped
166,167,2025-08-10,completed
167,46,2026-07-30,completed
168,155,2024-04-19,completed
169,70,2024-07-16,completed
170,189,2024-12-11,completed
171,84,2024-03-29,shipped
172,123,2024-11-27,completed
173,61,2025-04-02,completed
174,61,2024-03-04,completed
175,31,2025-10-16,completed
176,192,2025-09-12,completed
177,135,2025-04-02,cancelled
178,147,2025-07-03,completed
179,175,2024-07-29,cancelled
180,107,2025-04-12,cancelled
181,173,2026-04-06,completed
182,1,2026-02-02,completed
183,89,2025-12-18,completed
184,9,2024-10-20,shipped
185,115,2026-06-09,shipped
186,33,2026-01-15,completed
187,119,2025-11-20,cancelled
188,49,2026-06-15,completed
189,197,2026-06-23,completed
190,9,2025-04-02,cancelled
191,12,2025-02-15,shipped
192,129,2024-10-23,completed
193,57,2025-02-27,completed
194,89,2025-10-20,shipped
195,194,2025-07-04,shipped
196,119,2026-07-25,completed
197,166,2024-03-21,shipped
198,155,2025-09-09,completed
199,186,2025-11-18,cancelled
200,4,2024-08-04,completed
201,179,2025-09-10,completed
202,79,2024-09-24,completed
203,106,2024-02-16,cancelled
204,150,2025-08-16,shipped
205,63,2025-05-26,cancelled
206,91,2024-06-22,completed
207,106,2024-05-20,completed
208,56,2025-06-01,shipped
209,142,2025-02-25,completed
210,71,2025-07-02,completed
211,173,2025-03-16,completed
212,39,2024-09-03,completed
213,118,2025-08-01,completed
214,195,2024-02-02,completed
215,22,2025-05-26,shipped
216,146,2025-05-01,completed
217,72,2026-07-09,cancelled
218,5,2024-07-31,cancelled
219,145,2024-09-03,cancelled
220,21,2025-05-27,completed
221,60,2026-05-08,completed
222,126,2024-08-21,completed
223,19,2024-03-25,completed
224,82,2025-01-04,completed
225,114,2025-01-03,completed
226,48,2025-03-17,shipped
227,84,2026-06-03,shipped
228,100,2026-03-08,completed
229,44,2024-05-22,completed
230,71,2025-03-07,completed
231,158,2024-07-19,shipped
232,2,2025-02-09,completed
233,83,2025-09-09,completed
234,126,2025-08-12,completed
235,52,2025-08-29,cancelled
236,182,2024-08-02,shipped
237,62,2024-09-15,completed
238,130,2026-07-31,shipped
239,138,2025-08-31,completed
240,171,2024-12-29,completed
241,111,2024-04-18,completed
242,131,2026-02-03,cancelled
243,198,2025-11-26,cancelled
244,76,2025-03-01,completed
245,80,2024-12-17,shipped
246,25,2025-03-24,shipped
247,88,2025-10-25,completed
248,41,2024-12-04,cancelled
249,111,2025-02-09,completed
250,181,2024-08-07,completed
251,118,2024-04-26,completed
252,91,2026-05-15,shipped
253,81,2024-04-30,completed
254,100,2025-03-04,cancelled
255,163,2025-07-04,completed
256,81,2026-05-12,shipped
257,125,2024-05-19,completed
258,114,2025-05-15,completed
259,75,2024-02-03,completed
260,145,2026-01-30,shipped
261,199,2025-07-10,completed
262,56,2025-03-11,completed
263,90,2026-06-01,completed
264,182,2025-09-16,shipped
265,146,2024-12-25,cancelled
266,147,2024-09-30,cancelled
267,16,2024-10-10,completed
268,64,2026-02-18,shipped
269,104,2025-06-11,completed
270,24,2026-01-18,shipped
271,69,2024-11-26,completed
272,12,2024-04-11,shipped
273,113,2025-04-12,completed
274,65,2024-03-25,completed
275,186,2025-12-17,completed
276,58,2025-06-15,shipped
277,88,2026-04-16,completed
278,27,2024-11-16,completed
279,18,2025-06-27,cancelled
280,90,2026-01-09,completed
281,26,2024-05-23,completed
282,22,2024-09-11,cancelled
283,49,2026-02-04,shipped
284,128,2025-10-15,cancelled
285,93,2024-11-20,completed
286,18,2024-01-15,completed
287,74,2025-10-05,cancelled
288,72,2024-03-26,completed
289,40,2025-07-03,completed
290,112,2024-04-28,shipped
291,190,2025-11-04,completed
292,36,2025-12-19,completed
293,185,2024-09-22,completed
294,70,2025-06-20,completed
295,128,2026-05-29,cancelled
296,147,2025-11-21,completed
297,63,2024-02-17,shipped
298,190,2025-11-02,shipped
299,82,2024-10-04,completed
300,12,2025-02-14,completed
301,52,2024-10-25,cancelled
302,188,2026-07-11,cancelled
303,60,2025-07-08,completed
304,195,2025-11-04,shipped
305,37,2025-12-29,completed
306,134,2025-02-26,completed
307,16,2025-03-21,completed
308,180,2026-05-01,completed
309,200,2026-02-27,cancelled
310,43,2025-04-05,shipped
311,119,2024-09-28,completed
312,78,2026-04-26,cancelled
313,38,2024-04-03,completed
314,45,2024-02-01,shipped
315,16,2026-04-30,completed
316,162,2025-10-22,completed
317,33,2024-04-04,completed
318,13,2024-06-21,cancelled
319,55,2026-07-19,completed
320,158,2024-09-08,completed
321,52,2025-10-20,cancelled
322,92,2025-05-06,cancelled
323,153,2024-08-12,completed
324,26,2024-09-10,completed
325,45,2024-06-29,completed
326,145,2024-07-11,shipped
327,155,2024-08-12,completed
328,83,2024-03-01,completed
329,19,2025-01-17,shipped
330,83,2024-05-19,completed
331,58,2025-11-12,cancelled
332,76,2024-05-10,completed
333,9,2024-07-05,cancelled
334,20,2024-08-31,completed
335,54,2024-09-12,completed
336,188,2025-03-05,completed
337,167,2026-02-15,completed
338,6,2024-11-22,completed
339,44,2026-06-28,shipped
340,158,2026-07-03,shipped
341,43,2025-09-13,shipped
342,49,2025-02-23,cancelled
343,147,2025-07-16,shipped
344,23,2024-10-28,cancelled
345,122,2026-05-14,completed
346,165,2025-07-11,shipped
347,115,2024-02-15,completed
348,193,2025-12-14,completed
349,106,2026-02-13,cancelled
350,108,2025-07-02,shipped
351,183,2024-02-05,cancelled
352,55,2026-04-07,completed
353,112,2024-07-25,completed
354,142,2024-11-29,completed
355,151,2025-08-19,completed
356,138,2026-06-20,completed
357,71,2025-02-16,completed
358,69,2026-07-07,completed
359,80,2024-10-14,shipped
360,77,2026-01-31,shipped
361,105,2026-01-28,shipped
362,130,2025-02-17,completed
363,52,2026-05-07,completed
364,181,2024-07-22,completed
365,8,2024-09-04,completed
366,67,2026-02-05,completed
367,57,2025-10-24,completed
368,200,2026-02-24,completed
369,182,2025-10-20,completed
370,134,2026-04-24,cancelled
371,77,2025-12-01,completed
372,183,2026-07-02,completed
373,154,2025-02-17,completed
374,108,2025-02-18,shipped
375,186,2025-12-31,completed
376,76,2024-04-09,shipped
377,168,2024-04-01,completed
378,150,2024-10-28,shipped
379,163,2025-08-20,cancelled
380,129,2024-05-02,shipped
381,105,2025-08-06,shipped
382,86,2025-10-08,completed
383,148,2026-02-21,completed
384,99,2024-01-05,completed
385,49,2024-01-19,completed
386,27,2025-01-27,cancelled
387,187,2025-06-16,cancelled
388,43,2026-07-17,shipped
389,187,2024-05-14,completed
390,32,2025-01-10,completed
391,177,2024-04-28,shipped
392,176,2025-10-07,completed
393,36,2025-03-04,completed
394,28,2025-05-24,completed
395,181,2025-02-23,completed
396,124,2024-12-04,completed
397,23,2026-07-17,completed
398,60,2025-04-12,completed
399,93,2026-03-31,completed
400,85,2025-01-01,shipped
401,103,2025-04-12,completed
402,41,2024-04-16,shipped
403,187,2026-07-02,completed
404,81,2024-01-13,cancelled
405,180,2025-09-25,completed
406,143,2026-07-02,cancelled
407,41,2025-06-01,shipped
408,130,2024-08-16,cancelled
409,128,2025-04-02,completed
410,168,2024-01-19,completed
411,78,2026-06-30,cancelled
412,58,2026-05-14,shipped
413,25,2026-02-16,completed
414,163,2026-03-30,completed
415,191,2026-01-08,shipped
416,51,2024-07-11,completed
417,163,2026-05-07,cancelled
418,169,2025-08-26,cancelled
419,13,2025-07-20,shipped
420,154,2025-09-12,completed
421,36,2025-02-26,cancelled
422,183,2024-10-24,completed
423,164,2024-11-26,completed
424,74,2026-06-17,shipped
425,7,2025-01-25,completed
426,69,2026-02-07,completed
427,193,2025-07-08,completed
428,100,2024-08-31,cancelled
429,142,2024-02-25,completed
430,166,2025-01-11,cancelled
431,175,2024-03-17,completed
432,110,2024-10-12,cancelled
433,182,2024-06-07,completed
434,170,2024-11-04,shipped
435,130,2024-06-12,shipped
436,93,2024-10-27,completed
437,158,2026-07-29,cancelled
438,99,2024-09-19,cancelled
439,125,2024-02-14,completed
440,43,2026-03-02,cancelled
441,172,2025-10-06,completed
442,7,2025-04-15,completed
443,14,2024-07-01,completed
444,105,2025-02-01,shipped
445,165,2026-01-07,cancelled
446,19,2025-01-01,cancelled
447,78,2025-09-13,completed
448,41,2025-06-30,completed
449,77,2025-11-24,completed
450,37,2024-05-06,completed
451,141,2024-03-28,completed
452,132,2024-05-25,completed
453,47,2025-11-18,cancelled
454,166,2025-07-16,completed
455,125,2024-12-04,completed
456,18,2026-07-10,completed
457,178,2025-08-21,completed
458,57,2025-12-30,shipped
459,92,2026-03-04,completed
460,138,2024-07-20,completed
461,130,2025-10-08,completed
462,94,2025-02-05,completed
463,3,2025-11-09,completed
464,46,2025-08-02,cancelled
465,195,2025-05-14,completed
466,60,2024-02-13,completed
467,83,2024-04-15,cancelled
468,151,2025-10-31,completed
469,124,2026-06-27,cancelled
470,113,2024-06-18,completed
471,72,2024-08-04,completed
472,31,2025-11-07,completed
473,42,2025-10-24,shipped
474,33,2025-08-10,cancelled
475,38,2024-02-27,completed
476,5,2026-06-18,completed
477,156,2025-04-27,shipped
478,150,2026-04-20,completed
479,59,2025-01-22,shipped
480,130,2025-12-01,shipped
481,154,2024-02-09,cancelled
482,169,2024-05-13,cancelled
483,108,2025-01-14,completed
484,26,2025-03-11,completed
485,105,2024-09-20,completed
486,134,2024-04-30,cancelled
487,53,2025-12-05,completed
488,138,2025-03-09,cancelled
489,124,2024-07-02,completed
490,169,2024-05-01,completed
491,179,2025-12-01,completed
492,121,2025-09-06,shipped
493,57,2025-01-14,completed
494,158,2025-11-02,cancelled
495,169,2026-04-03,cancelled
496,10,2025-01-03,completed
497,71,2026-03-09,shipped
498,181,2024-03-11,completed
499,50,2025-04-10,shipped
500,105,2025-06-02,completed
501,88,2024-04-29,cancelled
502,198,2024-09-06,completed
503,57,2025-11-24,completed
504,74,2024-04-05,shipped
505,147,2024-10-02,completed
506,62,2026-06-12,completed
507,92,2024-06-08,completed
508,170,2025-05-19,cancelled
509,124,2025-01-15,cancelled
510,102,2024-08-15,cancelled
511,139,2024-02-03,cancelled
512,118,2024-11-19,completed
513,149,2024-04-13,completed
514,157,2024-12-17,completed
515,180,2026-02-09,completed
516,148,2025-12-03,completed
517,143,2025-03-18,shipped
518,46,2025-03-07,shipped
519,65,2025-07-29,cancelled
520,177,2024-06-16,completed
521,116,2026-02-01,completed
522,32,2024-12-25,cancelled
523,84,2025-11-20,cancelled
524,43,2025-10-17,completed
525,168,2024-10-25,completed
526,43,2024-07-07,completed
527,192,2024-03-22,completed
528,122,2025-07-15,completed
529,196,2024-03-26,completed
530,189,2024-10-17,shipped
531,9,2025-11-10,completed
532,179,2025-07-06,completed
533,23,2025-03-28,completed
534,134,2026-04-14,completed
535,77,2024-01-10,shipped
536,112,2025-02-08,completed
537,21,2025-03-08,completed
538,35,2024-10-23,completed
539,137,2024-01-23,completed
540,33,2026-01-02,shipped
541,39,2024-01-16,shipped
542,96,2025-04-19,completed
543,140,2025-04-26,completed
544,197,2026-01-01,completed
545,171,2024-08-01,shipped
546,134,2024-05-05,completed
547,61,2025-10-10,shipped
548,63,2024-01-10,completed
549,159,2024-12-12,completed
550,40,2025-12-19,cancelled
551,60,2024-11-20,cancelled
552,186,2024-05-17,completed
553,113,2025-07-26,completed
554,142,2024-06-13,completed
555,94,2025-04-09,completed
556,17,2025-11-05,cancelled
557,83,2025-02-23,completed
558,169,2024-03-09,completed
559,125,2024-07-15,completed
560,126,2025-06-22,cancelled
561,4,2026-08-01,completed
562,182,2024-02-29,cancelled
563,133,2024-04-09,completed
564,135,2025-11-03,completed
565,197,2025-10-15,cancelled
566,103,2025-05-31,completed
567,141,2024-11-28,completed
568,191,2024-09-17,completed
569,133,2024-05-18,completed
570,55,2026-05-26,completed
571,131,2025-07-23,cancelled
572,40,2024-05-21,completed
573,103,2025-08-05,completed
574,45,2025-05-14,cancelled
575,188,2026-04-07,cancelled
576,192,2025-10-30,cancelled
577,79,2025-06-20,completed
578,40,2024-02-21,shipped
579,87,2024-03-25,shipped
580,68,2024-03-28,shipped
581,147,2024-07-19,cancelled
582,83,2025-12-02,cancelled
583,106,2025-03-09,completed
584,198,2024-11-08,completed
585,176,2025-01-17,completed
586,14,2024-09-05,cancelled
587,29,2024-11-08,shipped
588,134,2026-02-07,completed
589,44,2024-03-02,completed
590,3,2024-03-09,shipped
591,60,2025-01-24,cancelled
592,153,2025-06-28,completed
593,183,2024-01-23,completed
594,101,2026-02-01,completed
595,91,2024-12-29,completed
596,66,2026-06-18,shipped
597,58,2024-06-04,completed
598,59,2025-03-03,completed
599,115,2025-07-09,completed
600,177,2025-12-23,cancelled
601,41,2024-11-21,completed
602,38,2026-01-14,completed
603,190,2024-10-07,completed
604,196,2025-09-18,cancelled
605,21,2025-12-05,shipped
606,96,2024-07-07,shipped
607,70,2025-02-26,completed
608,158,2025-05-16,completed
609,185,2024-11-16,shipped
610,116,2025-04-12,completed
611,143,2025-01-31,cancelled
612,113,2025-02-11,completed
613,177,2025-06-13,completed
614,101,2025-02-27,completed
615,65,2024-11-27,completed
616,181,2025-04-05,completed
617,99,2026-01-14,cancelled
618,86,2025-08-02,completed
619,108,2024-11-11,completed
620,196,2024-09-16,completed
621,169,2025-05-02,shipped
622,143,2026-04-19,completed
623,15,2025-10-30,completed
624,171,2025-08-14,cancelled
625,42,2025-11-19,completed
626,197,2024-11-02,completed
627,121,2024-05-17,completed
628,54,2025-09-18,completed
629,124,2026-01-11,cancelled
630,91,2024-05-12,cancelled
631,75,2024-07-17,completed
632,161,2026-03-26,completed
633,90,2025-07-27,completed
634,73,2024-09-17,completed
635,86,2024-12-15,shipped
636,85,2026-05-03,completed
637,86,2025-04-18,shipped
638,145,2026-01-12,completed
639,176,2024-12-05,completed
640,8,2024-12-13,shipped
641,193,2024-11-11,completed
642,23,2025-05-23,completed
643,29,2025-01-18,completed
644,124,2026-07-15,cancelled
645,135,2024-11-13,completed
646,53,2026-01-11,completed
647,23,2024-12-07,shipped
648,197,2025-11-05,completed
649,54,2024-11-24,completed
650,198,2025-03-27,completed
651,144,2025-06-10,completed
652,70,2024-05-24,completed
653,87,2025-07-07,shipped
654,121,2026-07-13,completed
655,23,2025-03-12,shipped
656,51,2025-12-31,cancelled
657,34,2024-04-05,shipped
658,176,2025-10-21,shipped
659,47,2025-12-17,completed
660,90,2025-05-05,shipped
661,33,2025-06-04,completed
662,152,2025-02-27,completed
663,17,2024-12-14,completed
664,183,2025-08-10,shipped
665,143,2024-04-09,shipped
666,28,2025-12-02,cancelled
667,1,2026-02-14,completed
668,148,2025-04-02,completed
669,78,2026-07-29,shipped
670,95,2026-07-11,cancelled
671,144,2026-04-20,completed
672,61,2025-03-18,cancelled
673,45,2025-05-01,completed
674,40,2024-10-22,completed
675,37,2026-01-08,shipped
676,109,2025-09-30,completed
677,155,2024-01-08,cancelled
678,10,2025-08-04,shipped
679,135,2026-05-29,completed
680,172,2024-03-20,cancelled
681,121,2025-08-10,completed
682,78,2026-01-14,cancelled
683,75,2026-04-08,cancelled
684,22,2024-05-09,cancelled
685,34,2025-09-22,completed
686,190,2024-06-03,shipped
687,9,2024-12-17,completed
688,61,2025-11-07,shipped
689,68,2026-02-12,completed
690,103,2025-05-02,completed
691,38,2025-06-27,shipped
692,98,2025-11-25,completed
693,164,2024-12-28,shipped
694,150,2025-02-04,shipped
695,177,2024-07-03,completed
696,4,2025-02-25,completed
697,57,2026-01-12,completed
698,153,2025-11-03,completed
699,155,2024-05-13,shipped
700,120,2025-11-07,completed
701,98,2025-02-01,completed
702,46,2025-03-27,completed
703,197,2025-03-17,completed
704,67,2024-04-15,completed
705,187,2024-09-13,shipped
706,168,2025-10-17,completed
707,39,2025-12-17,completed
708,139,2024-08-19,completed
709,162,2025-10-24,completed
710,52,2024-06-29,cancelled
711,49,2024-11-02,shipped
712,22,2026-06-25,shipped
713,185,2025-08-30,completed
714,87,2024-02-27,completed
715,55,2026-04-06,cancelled
716,126,2025-10-31,completed
717,25,2025-04-12,cancelled
718,153,2026-03-29,cancelled
719,189,2025-11-25,shipped
720,45,2024-12-09,completed
721,194,2025-03-01,completed
722,35,2024-04-12,cancelled
723,181,2025-10-29,cancelled
724,70,2025-06-19,shipped
725,23,2025-10-04,completed
726,25,2025-09-25,completed
727,50,2024-04-25,completed
728,73,2024-08-02,shipped
729,138,2024-06-29,completed
730,30,2024-03-13,completed
731,84,2024-08-21,completed
732,19,2025-04-27,cancelled
733,96,2024-05-19,shipped
734,33,2024-02-02,cancelled
735,29,2026-05-22,shipped
736,157,2026-07-16,completed
737,56,2025-08-28,shipped
738,149,2024-08-15,cancelled
739,121,2026-01-21,cancelled
740,101,2025-05-05,completed
741,56,2024-05-15,completed
742,42,2025-12-21,shipped
743,198,2024-05-21,shipped
744,1,2026-05-31,completed
745,139,2025-08-12,completed
746,15,2025-06-11,completed
747,94,2025-04-21,cancelled
748,45,2025-10-25,cancelled
749,199,2024-07-28,completed
750,54,2026-02-10,completed
751,96,2024-12-19,shipped
752,75,2025-04-07,cancelled
753,46,2024-10-22,completed
754,29,2025-12-14,completed
755,122,2024-12-21,shipped
756,86,2025-02-25,cancelled
757,34,2026-07-08,completed
758,74,2026-02-27,completed
759,159,2024-06-13,cancelled
760,11,2024-11-20,cancelled
761,53,2025-07-29,completed
762,137,2024-11-04,completed
763,197,2024-05-28,shipped
764,122,2026-07-06,completed
765,188,2025-05-05,completed
766,103,2025-09-24,completed
767,135,2024-08-15,completed
768,174,2025-11-18,completed
769,93,2025-02-11,completed
770,115,2026-06-14,cancelled
771,114,2026-01-29,shipped
772,23,2024-05-27,completed
773,23,2024-01-07,shipped
774,52,2024-07-09,shipped
775,127,2025-07-26,shipped
776,77,2025-10-17,shipped
777,46,2025-05-18,completed
778,127,2024-03-09,cancelled
779,178,2026-04-17,completed
780,38,2024-11-23,shipped
781,93,2025-03-05,completed
782,136,2025-10-16,completed
783,140,2024-11-26,completed
784,37,2024-01-14,completed
785,56,2024-06-07,cancelled
786,142,2025-12-20,completed
787,80,2025-12-08,completed
788,182,2024-11-07,completed
789,178,2024-05-25,completed
790,196,2026-03-13,completed
791,194,2025-03-17,completed
792,152,2024-03-01,shipped
793,17,2024-11-04,completed
794,53,2025-08-24,completed
795,192,2024-10-11,cancelled
796,26,2026-04-19,cancelled
797,184,2024-07-15,completed
798,55,2026-07-31,cancelled
799,109,2024-08-07,cancelled
800,120,2024-04-22,cancelled
801,143,2026-01-09,completed
802,30,2025-01-29,completed
803,18,2026-07-05,shipped
804,113,2025-06-19,completed
805,103,2025-12-12,cancelled
806,94,2024-07-22,completed
807,186,2025-05-26,completed
808,125,2025-06-07,completed
809,126,2025-05-24,completed
810,18,2025-05-25,completed
811,160,2025-09-30,completed
812,120,2024-07-25,completed
813,196,2024-02-02,shipped
814,81,2026-05-23,shipped
815,43,2025-05-18,shipped
816,146,2025-11-22,shipped
817,158,2025-11-23,completed
818,94,2024-12-23,cancelled
819,25,2025-03-14,completed
820,61,2025-10-25,completed
821,30,2024-12-11,completed
822,10,2025-04-16,shipped
823,100,2024-11-26,cancelled
824,177,2025-11-22,completed
825,94,2025-03-22,completed
826,58,2025-10-01,completed
827,18,2025-08-03,cancelled
828,77,2025-03-19,cancelled
829,117,2025-11-18,cancelled
830,128,2024-08-06,shipped
831,119,2024-05-31,completed
832,17,2025-10-11,completed
833,62,2024-04-26,completed
834,125,2025-07-27,shipped
835,169,2025-07-17,completed
836,15,2026-05-30,completed
837,24,2025-02-10,completed
838,171,2026-04-28,cancelled
839,85,2026-05-02,cancelled
840,113,2025-02-22,completed
841,96,2025-12-17,completed
842,38,2025-01-06,shipped
843,177,2026-07-28,completed
844,176,2024-05-04,cancelled
845,66,2024-11-04,completed
846,162,2024-11-20,shipped
847,200,2025-05-18,shipped
848,17,2024-12-26,shipped
849,162,2025-03-30,completed
850,161,2024-11-08,completed
851,64,2025-06-12,completed
852,176,2025-08-30,completed
853,97,2026-05-04,cancelled
854,157,2025-10-03,completed
855,68,2025-12-19,completed
856,110,2025-09-06,completed
857,31,2024-01-15,cancelled
858,74,2026-02-03,shipped
859,49,2025-03-04,completed
860,95,2025-08-19,shipped
861,35,2026-06-11,completed
862,143,2024-03-01,completed
863,182,2026-02-05,completed
864,159,2025-01-25,completed
865,127,2024-12-13,shipped
866,111,2024-05-25,completed
867,33,2025-05-26,completed
868,81,2025-03-22,completed
869,14,2024-08-23,completed
870,42,2025-12-23,shipped
871,118,2025-05-19,completed
872,73,2024-07-03,completed
873,197,2025-05-25,completed
874,28,2026-05-07,completed
875,169,2025-05-06,shipped
876,84,2026-01-19,cancelled
877,83,2026-03-28,completed
878,98,2024-04-04,shipped
879,42,2025-02-01,shipped
880,80,2026-07-14,cancelled
881,52,2025-05-16,shipped
882,112,2025-10-07,shipped
883,88,2025-04-19,completed
884,135,2024-03-26,completed
885,64,2025-06-19,shipped
886,109,2025-02-26,completed
887,190,2025-11-08,shipped
888,107,2026-06-16,completed
889,48,2024-03-21,cancelled
890,4,2024-06-24,shipped
891,177,2025-11-22,shipped
892,5,2025-12-13,completed
893,167,2024-05-28,completed
894,6,2024-04-29,completed
895,116,2025-08-22,completed
896,3,2024-04-15,shipped
897,186,2025-09-18,shipped
898,148,2024-11-19,cancelled
899,107,2026-06-29,shipped
900,166,2024-12-21,shipped
